Year,ICD10 Code,ICD10 Diagnosis,Diagnosis Type,Metric,Sex,Value,Method,16 and Over,16-24,25-34,35-49,50-59,60 and Over,All Pharmacotherapy Prescriptions,Nicotine Replacement Therapy (NRT) Prescriptions,Bupropion (Zyban) Prescriptions,Varenicline (Champix) Prescriptions,Net Ingredient Cost of All Pharmacotherapies,Net Ingredient Cost of Nicotine Replacement Therapies (NRT),Net Ingredient Cost of Bupropion (Zyban),Net Ingredient Cost of Varenicline (Champix),"Tobacco Price
Index","Retail Prices
Index",Tobacco Price Index Relative to Retail Price Index,Real Households' Disposable Income,Affordability of Tobacco Index,Household Expenditure on Tobacco,Household Expenditure Total,Expenditure on Tobacco as a Percentage of Expenditure,mortality_target
2008/09,C16,Stomach,Cancers which can be caused by smoking,Number of admissions,Male,15643,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,C25,Pancreas,Cancers which can be caused by smoking,Number of admissions,Male,11237,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,C80,Unspecified Site,Cancers which can be caused by smoking,Number of admissions,Male,4996,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of admissions,Male,19862,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of admissions,Male,3383,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of admissions,Male,55529,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of admissions,Male,58747,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,131438,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,196424,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,24213,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,46598,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of admissions,Male,9266,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of admissions,Male,5024,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of admissions,Male,11875,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Number of admissions,Male,9696,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Number of admissions,Male,1709,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Number of admissions,Male,42615,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,S72.0-S72.2,Hip Fracture 55+,Other diseases which can be caused by smoking,Number of admissions,Male,15599,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,O03,Spontaneous Abortion,Other diseases which can be caused by smoking,Number of admissions,Male,.,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,All codes,All admissions,All admissions,Attributable number,Male,292300,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,C00-D48,All cancers,All cancers,Attributable number,Male,117300,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,J00-J99,All respiratory diseases,All respiratory diseases,Attributable number,Male,62400,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,I00-I99,All circulatory diseases,All circulatory diseases,Attributable number,Male,97100,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Attributable number,Male,8800,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Attributable number,Male,41200,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Attributable number,Male,9200,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,C15,Oesophagus,Cancers which can be caused by smoking,Attributable number,Male,16800,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,C32,Larynx,Cancers which can be caused by smoking,Attributable number,Male,3200,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,C53,Cervical,Cancers which can be caused by smoking,Attributable number,Male,.,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,C67,Bladder,Cancers which can be caused by smoking,Attributable number,Male,29900,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Attributable number,Male,3000,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,C16,Stomach,Cancers which can be caused by smoking,Attributable number,Male,4100,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,C25,Pancreas,Cancers which can be caused by smoking,Attributable number,Male,2600,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,C80,Unspecified Site,Cancers which can be caused by smoking,Attributable number,Male,2700,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Attributable number,Male,4600,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Attributable number,Male,3000,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Attributable number,Male,44400,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Attributable number,Male,15000,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,24700,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,52200,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,4200,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,8600,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Attributable number,Male,5900,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Attributable number,Male,1400,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Attributable number,Male,6300,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Attributable number,Male,1700,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Attributable number,Male,800,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Attributable number,Male,5200,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,S72.0-S72.2,Hip Fracture 55+,Other diseases which can be caused by smoking,Attributable number,Male,1500,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,O03,Spontaneous Abortion,Other diseases which can be caused by smoking,Attributable number,Male,.,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,All codes,All admissions,All admissions,Number of admissions,Female,5052078,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All diseases which can be caused by smoking,All diseases which can be caused by smoking,Number of admissions,Female,667372,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,C00-D48,All cancers,All cancers,Number of admissions,Female,1413356,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,J00-J99,All respiratory diseases,All respiratory diseases,Number of admissions,Female,462854,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,I00-I99,All circulatory diseases,All circulatory diseases,Number of admissions,Female,744716,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of admissions,Female,1193996,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of admissions,Female,35045,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of admissions,Female,4951,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,C15,Oesophagus,Cancers which can be caused by smoking,Number of admissions,Female,9036,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,C32,Larynx,Cancers which can be caused by smoking,Number of admissions,Female,756,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,C53,Cervical,Cancers which can be caused by smoking,Number of admissions,Female,7117,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,C67,Bladder,Cancers which can be caused by smoking,Number of admissions,Female,19678,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of admissions,Female,4519,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,C16,Stomach,Cancers which can be caused by smoking,Number of admissions,Female,6201,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,C25,Pancreas,Cancers which can be caused by smoking,Number of admissions,Female,11071,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,C80,Unspecified Site,Cancers which can be caused by smoking,Number of admissions,Female,6592,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of admissions,Female,14512,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of admissions,Female,2896,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of admissions,Female,55714,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of admissions,Female,55809,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Female,111306,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Female,100222,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of admissions,Female,16803,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Female,48587,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of admissions,Female,2813,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of admissions,Female,2942,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of admissions,Female,11620,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Number of admissions,Female,13521,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Number of admissions,Female,2582,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Number of admissions,Female,64023,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,S72.0-S72.2,Hip Fracture 55+,Other diseases which can be caused by smoking,Number of admissions,Female,46452,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,O03,Spontaneous Abortion,Other diseases which can be caused by smoking,Number of admissions,Female,12604,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,All codes,All admissions,All admissions,Attributable number,Female,170600,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,C00-D48,All cancers,All cancers,Attributable number,Female,48800,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,J00-J99,All respiratory diseases,All respiratory diseases,Attributable number,Female,57000,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,I00-I99,All circulatory diseases,All circulatory diseases,Attributable number,Female,43700,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Attributable number,Female,8800,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Attributable number,Female,26200,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Attributable number,Female,2500,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,C15,Oesophagus,Cancers which can be caused by smoking,Attributable number,Female,5600,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,C32,Larynx,Cancers which can be caused by smoking,Attributable number,Female,600,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,C53,Cervical,Cancers which can be caused by smoking,Attributable number,Female,900,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,C67,Bladder,Cancers which can be caused by smoking,Attributable number,Female,6000,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Attributable number,Female,400,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,C16,Stomach,Cancers which can be caused by smoking,Attributable number,Female,800,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,C25,Pancreas,Cancers which can be caused by smoking,Attributable number,Female,2900,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,C80,Unspecified Site,Cancers which can be caused by smoking,Attributable number,Female,1500,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Attributable number,Female,1400,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Attributable number,Female,2400,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Attributable number,Female,43600,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Attributable number,Female,11000,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,12100,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,19700,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,3200,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,6700,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Attributable number,Female,1600,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Attributable number,Female,400,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Attributable number,Female,5500,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Attributable number,Female,2200,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Attributable number,Female,1100,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Attributable number,Female,6600,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,S72.0-S72.2,Hip Fracture 55+,Other diseases which can be caused by smoking,Attributable number,Female,5100,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,O03,Spontaneous Abortion,Other diseases which can be caused by smoking,Attributable number,Female,600,,,,,,,,,,,,,,,,,,,,,,,,0
2007/08,All codes,All admissions,All admissions,Number of admissions,,8869965,,,,,,,,,,,,,,,,,,,,,,,,0
2007/08,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All diseases which can be caused by smoking,All diseases which can be caused by smoking,Number of admissions,,1438801,,,,,,,,,,,,,,,,,,,,,,,,0
2007/08,C00-D48,All cancers,All cancers,Number of admissions,,1322266,,,,,,,,,,,,,,,,,,,,,,,,0
2007/08,J00-J99,All respiratory diseases,All respiratory diseases,Number of admissions,,419744,,,,,,,,,,,,,,,,,,,,,,,,0
2007/08,I00-I99,All circulatory diseases,All circulatory diseases,Number of admissions,,851332,,,,,,,,,,,,,,,,,,,,,,,,0
2007/08,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of admissions,,1093242,,,,,,,,,,,,,,,,,,,,,,,,0
2007/08,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of admissions,,81887,,,,,,,,,,,,,,,,,,,,,,,,0
2007/08,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of admissions,,15722,,,,,,,,,,,,,,,,,,,,,,,,0
2007/08,C15,Oesophagus,Cancers which can be caused by smoking,Number of admissions,,32864,,,,,,,,,,,,,,,,,,,,,,,,0
2007/08,C32,Larynx,Cancers which can be caused by smoking,Number of admissions,,4528,,,,,,,,,,,,,,,,,,,,,,,,0
2007/08,C53,Cervical,Cancers which can be caused by smoking,Number of admissions,,6588,,,,,,,,,,,,,,,,,,,,,,,,0
2007/08,C67,Bladder,Cancers which can be caused by smoking,Number of admissions,,80829,,,,,,,,,,,,,,,,,,,,,,,,0
2007/08,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of admissions,,11823,,,,,,,,,,,,,,,,,,,,,,,,0
2007/08,C16,Stomach,Cancers which can be caused by smoking,Number of admissions,,23339,,,,,,,,,,,,,,,,,,,,,,,,0
2007/08,C25,Pancreas,Cancers which can be caused by smoking,Number of admissions,,21662,,,,,,,,,,,,,,,,,,,,,,,,0
2007/08,C80,Unspecified Site,Cancers which can be caused by smoking,Number of admissions,,10847,,,,,,,,,,,,,,,,,,,,,,,,0
2007/08,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of admissions,,32539,,,,,,,,,,,,,,,,,,,,,,,,0
2007/08,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of admissions,,5674,,,,,,,,,,,,,,,,,,,,,,,,0
2007/08,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of admissions,,100267,,,,,,,,,,,,,,,,,,,,,,,,0
2007/08,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of admissions,,97752,,,,,,,,,,,,,,,,,,,,,,,,0
2007/08,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,,235222,,,,,,,,,,,,,,,,,,,,,,,,0
2007/08,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,,301073,,,,,,,,,,,,,,,,,,,,,,,,0
2007/08,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of admissions,,38079,,,,,,,,,,,,,,,,,,,,,,,,0
2007/08,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of admissions,,92322,,,,,,,,,,,,,,,,,,,,,,,,0
2007/08,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of admissions,,11668,,,,,,,,,,,,,,,,,,,,,,,,0
2007/08,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of admissions,,8578,,,,,,,,,,,,,,,,,,,,,,,,0
2007/08,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of admissions,,23201,,,,,,,,,,,,,,,,,,,,,,,,0
2007/08,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Number of admissions,,19970,,,,,,,,,,,,,,,,,,,,,,,,0
2007/08,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Number of admissions,,3561,,,,,,,,,,,,,,,,,,,,,,,,0
2007/08,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Number of admissions,,104753,,,,,,,,,,,,,,,,,,,,,,,,0
2007/08,S72.0-S72.2,Hip Fracture 55+,Other diseases which can be caused by smoking,Number of admissions,,61897,,,,,,,,,,,,,,,,,,,,,,,,0
